Sample	Gene	above20X
162256	VWA7	100.00
162256	C6orf25	100.00
162256	PYDC1	100.00
162256	FDCSP	0.00
162256	RNF208	100.00
162256	ZNF425	89.86
162256	CRYGN	100.00
162256	PTBP1	100.00
162256	PTAFR	100.00
162256	PTCH1	92.86
162256	TAS2R38	87.45
162256	PSME2	63.97
162256	PSPH	55.49
162256	LINC01227	0.00
162256	PTEN	16.57
162256	PKDCC	96.39
162256	STK38	24.54
162256	FKBP9	87.49
162256	DDX42	45.59
162256	GPN1	47.43
162256	MGAT4A	4.54
162256	TMC6	100.00
162256	RBM5-AS1	10.81
162256	KLHL7-AS1	0.00
162256	ANKRD20A9P	0.00
162256	CYP4F35P	0.00
162256	OR5AR1	75.50
162256	IRF2BP2	99.71
162256	ISX	100.00
162256	DDX12P	56.32
162256	SMCO3	90.26
162256	ZYX	100.00
162256	FAM30A	3.75
162256	CCDC125	13.12
162256	LUZP1	78.99
162256	PRDM2	86.06
162256	ZNF623	74.46
162256	SERINC4	68.81
162256	TRIM14	94.02
162256	C16orf96	99.83
162256	TFDP2	39.08
162256	TFCP2	26.16
162256	NR2F1	100.00
162256	NR2F2	99.39
162256	TFDP1	94.11
162256	TFAP2A	86.95
162256	TFAP2B	90.36
162256	TFAP2C	86.29
162256	TFAP4	100.00
162256	A2MP1	0.00
162256	C7orf33	90.07
162256	SLC4A11	100.00
162256	NACAP1	62.83
162256	FRMD8P1	77.67
162256	RACGAP1P	6.81
162256	FCAMR	92.28
162256	ERICH5	67.01
162256	WBSCR28	100.00
162256	LINC00911	0.00
162256	SPANXA2-OT1	0.00
162256	FAM69C	91.07
162256	TSHZ2	99.05
162256	CIB4	100.00
162256	SNHG3	16.47
162256	LTBP4	100.00
162256	MIR134	100.00
162256	MIR135A1	100.00
162256	MIR135A2	0.00
162256	MIR136	100.00
162256	MIR130B	100.00
162256	MIR132	53.15
162256	MIR133A1	0.00
162256	MIR133A2	100.00
162256	MIR137	93.75
162256	MIR138-1	100.00
162256	EGFEM1P	8.24
162256	ZFAND4	30.69
162256	SERPINA9	95.27
162256	WASH7P	0.00
162256	CLEC4GP1	45.23
162256	HIPK1	65.53
162256	SOHLH2	18.95
162256	PLIN5	100.00
162256	FOXD4L1	35.40
162256	SNORD25	100.00
162256	SNORD26	100.00
162256	SULT1C2P1	0.00
162256	KLHL23	0.00
162256	LRRC3-AS1	0.00
162256	ELMO1-AS1	32.97
162256	RAI1-AS1	0.00
162256	P4HA2-AS1	0.00
162256	GDNF-AS1	0.00
162256	SBNO1	22.88
162256	ARL8B	21.07
162256	GOLPH3L	44.09
162256	ZNF532	69.66
162256	LGI2	71.71
162256	PLEKHG6	100.00
162256	MAP1S	100.00
162256	DCUN1D2	57.29
162256	SETD5	63.09
162256	PGPEP1L	100.00
162256	MIR205HG	97.93
162256	TIMM50	100.00
162256	KRT18	90.38
162256	KRT17	81.72
162256	NOX5	98.43
162256	KRT79	100.00
162256	NGDN	47.37
162256	AAR2	100.00
162256	CCT6P3	0.00
162256	TSKU	96.08
162256	KRT23	68.42
162256	HINFP	97.36
162256	ULK3	97.40
162256	LINC01609	0.00
162256	SNORD115-21	100.00
162256	RSPO4	100.00
162256	TEX13C	99.86
162256	TCERG1L-AS1	0.00
162256	CLASP2	19.05
162256	ATP10B	74.31
162256	POGZ	75.66
162256	COLGALT2	69.93
162256	CAMTA2	99.02
162256	BDKRB2	100.00
162256	PLXND1	98.38
162256	LINC01530	42.01
162256	TLCD2	100.00
162256	BDH1	100.00
162256	BDKRB1	94.02
162256	KIAA1324L	30.82
162256	LINC00299	0.00
162256	LINC00298	0.00
162256	LRWD1	100.00
162256	DCAF8L2	85.83
162256	KDELC2	25.18
162256	CWF19L2	8.23
162256	DNAJA1	0.00
162256	DNAJB2	100.00
162256	HSPA1A	32.38
162256	HSPA1L	99.94
162256	HSPA1B	32.95
162256	HSPA2	100.00
162256	HSPA5	51.88
162256	TTTY3B	0.00
162256	WAC-AS1	0.00
162256	PAGE5	13.99
162256	FAM104B	14.44
162256	HOTTIP	0.00
162256	AGO3	21.60
162256	CYS1	42.40
162256	KRT24	84.25
162256	DNMBP-AS1	28.35
162256	ANKS1B	35.11
162256	HBEGF	86.26
162256	LINC00092	34.69
162256	C8orf4	97.88
162256	UBQLN4	93.84
162256	DTNA	57.35
162256	SLC26A2	46.25
162256	DPYSL5	95.64
162256	DSG3	51.80
162256	EPYC	0.00
162256	DSP	72.86
162256	TTC34	100.00
162256	LINC01001	0.00
162256	ADPRHL1	91.89
162256	DDX47	34.40
162256	SLC7A5P2	35.31
162256	SPATA31A6	8.20
162256	ZNF275	99.61
162256	WDR45B	80.35
162256	BEX4	54.69
162256	MRGPRX1	100.00
162256	WFDC9	53.66
162256	LIPM	32.67
162256	RDH13	100.00
162256	VPS36	16.14
162256	DESI2	46.61
162256	GOLT1B	7.49
162256	BOLA1	100.00
162256	FIS1	100.00
162256	PAM16	100.00
162256	GLRX2	39.13
162256	MRPS18C	8.58
162256	HDDC2	27.55
162256	MRPS16	91.44
162256	DDHD2	9.58
162256	TMED5	25.22
162256	PEX5L-AS2	0.00
162256	AGBL5-AS1	0.00
162256	PRRT3-AS1	42.20
162256	UBXN7-AS1	29.56
162256	CADM2-AS2	0.00
162256	THOC7-AS1	0.00
162256	ERFE	81.83
162256	IL24	92.10
162256	KIF2C	81.38
162256	SPINK5	39.53
162256	LILRB4	92.50
162256	CCDC85B	100.00
162256	SLC27A3	100.00
162256	SLC27A2	46.91
162256	CDH15	100.00
162256	CDH13	82.41
162256	CDH12	36.59
162256	CDK2	68.97
162256	CDH18	25.45
162256	CDH17	35.44
162256	CDH16	100.00
162256	CDK4	100.00
162256	CDK3	100.00
162256	OSCAR	96.97
162256	ZNF813	1.32
162256	PLA2G4C	83.50
162256	SLC25A12	54.53
162256	RUVBL1	98.39
162256	RGS20	45.40
162256	SLC46A3	8.37
162256	FAM193A	86.95
162256	NOP14	95.33
162256	LINC00494	0.00
162256	KLF7	100.00
162256	RDH16	98.59
162256	LINC00207	65.25
162256	WAC	24.08
162256	LINC01478	0.00
162256	LINC01479	0.00
162256	EPB41L4A-AS2	56.46
162256	RHOF	100.00
162256	ADAMTSL4	100.00
162256	CPVL	44.48
162256	DHX29	11.13
162256	RBM47	100.00
162256	ZDHHC13	13.87
162256	SPIC	27.72
162256	TYROBP	100.00
162256	C7orf72	28.00
162256	TYRP1	58.61
162256	TYRO3	96.29
162256	TYRO3P	99.08
162256	OR7A10	73.72
162256	TTTY22	0.00
162256	TTTY23	0.00
162256	TTTY19	0.00
162256	TTTY21	0.00
162256	TTTY18	0.00
162256	TTTY20	0.00
162256	SLX4IP	60.37
162256	RMI1	0.00
162256	FAM188A	6.98
162256	PHC3	40.75
162256	LGI4	100.00
162256	WWC2	60.43
162256	C14orf159	96.30
162256	UBTD1	100.00
162256	NAA25	4.27
162256	SARAF	77.40
162256	ZNF720	3.01
162256	MIR5739	0.00
162256	CNIH2	88.21
162256	OR7E37P	16.32
162256	LINC00629	0.00
162256	AKNAD1	51.59
162256	MIR497HG	62.37
162256	AZIN1-AS1	16.99
162256	ZNF816	11.88
162256	OLMALINC	0.00
162256	CEACAM21	99.79
162256	HOGA1	100.00
162256	MIR137HG	9.68
162256	ZNF605	0.00
162256	MIR3136	0.00
162256	FAM86EP	16.66
162256	GSG1L	100.00
162256	ZNF677	7.22
162256	DDI1	100.00
162256	PLPP7	100.00
162256	TXNDC17	37.62
162256	RTN4IP1	22.63
162256	BUD13	48.36
162256	TMLHE-AS1	0.00
162256	IL17RC	100.00
162256	B3GALT1	91.72
162256	LINC00884	0.00
162256	LINC00885	0.00
162256	PSORS1C1	94.18
162256	B3GALNT1	38.96
162256	B3GALT2	29.55
162256	LINC01310	0.00
162256	SLC2A4	100.00
162256	SLC2A3	67.44
162256	SLC2A2	61.12
162256	SLC2A1	100.00
162256	SLC1A7	100.00
162256	SLC1A6	100.00
162256	SLC1A5	100.00
162256	SMARCAL1	85.32
162256	SLC3A1	41.05
162256	SLC2A5	100.00
162256	NPHP3-ACAD11	23.52
162256	ATP5O	41.15
162256	NDUFC2-KCTD14	61.97
162256	KRR1	7.62
162256	ATP6V0B	92.49
162256	ATP6V1G2	100.00
162256	ATP6V0A1	46.63
162256	ATP6AP1	98.67
162256	ARL16	100.00
162256	CCDC137	100.00
162256	PPP2CB	19.50
162256	PPP1R10	84.41
162256	PPP2CA	36.50
162256	PPP1R7	81.39
162256	PPP1R8	70.69
162256	ZBTB20-AS1	8.62
162256	PPP2R1A	100.00
162256	PPP2R1B	58.83
162256	LBX1-AS1	48.18
162256	USP10	67.40
162256	ARMC3	21.22
162256	INHBA-AS1	0.00
162256	SPDYE1	22.40
162256	SNHG15	20.86
162256	HOXC5	92.01
162256	HOXC6	100.00
162256	HOXC4	100.00
162256	HOXC10	100.00
162256	HOXC11	97.75
162256	HOXC8	77.43
162256	HOXC9	100.00
162256	HOXC12	100.00
162256	HOXC13	100.00
162256	OCM2	100.00
162256	F13B	0.00
162256	LINC00029	0.00
162256	LINC01056	0.00
162256	ANKRD27	87.82
162256	KBTBD7	61.84
162256	MYCBPAP	96.62
162256	HORMAD1	0.00
162256	ARMC2	27.25
162256	FAM186B	92.55
162256	C3orf20	86.42
162256	TKTL2	98.62
162256	FSCB	64.22
162256	QRICH2	100.00
162256	TMEFF1	9.03
162256	MIR8060	0.00
162256	MIR638	86.36
162256	MIR637	100.00
162256	MIR875	0.00
162256	MIR541	100.00
162256	MIR642A	100.00
162256	MIR641	0.00
162256	MIR640	100.00
162256	MIR639	100.00
162256	MIR890	0.00
162256	MIR450B	0.00
162256	MIR509-2	93.72
162256	MIR643	0.00
162256	MIR892B	0.00
162256	MIR888	0.00
162256	MIR891B	0.00
162256	ACTG1P20	25.13
162256	TNRC18P1	57.36
162256	UBAC2-AS1	1.73
162256	SUCLG1	61.45
162256	PASD1	54.53
162256	LINC01206	0.00
162256	LINC01314	0.00
162256	DYNC1H1	87.94
162256	ZNF777	100.00
162256	INTU	27.36
162256	CPAMD8	95.25
162256	RSPH14	100.00
162256	BRPF3	100.00
162256	CHIA	73.06
162256	NDOR1	100.00
162256	SLC25A39	100.00
162256	KLF13	76.26
162256	CCZ1	26.20
162256	DYNC2LI1	1.39
162256	OAF	100.00
162256	DNAH9	91.24
162256	RUBCNL	54.98
162256	B3GLCT	36.24
162256	PIGA	22.70
162256	SERPINI2	0.00
162256	SERPINB13	60.01
162256	SERPINI1	8.30
162256	USP47	3.89
162256	FBXO34	90.26
162256	FKBP14	27.51
162256	SLC35A5	41.49
162256	TRIM33	37.66
162256	MOCOS	83.45
162256	PTCD3	9.04
162256	CCDC40	100.00
162256	TRMT12	100.00
162256	CDCA4	100.00
162256	CHRDL1	43.30
162256	LSR	100.00
162256	MIR1301	100.00
162256	MIR1236	100.00
162256	MIR1972-1	96.55
162256	MIR1304	73.26
162256	CTAGE4	3.29
162256	C1orf186	76.44
162256	AGTPBP1	1.23
162256	USP17L22	0.00
162256	ART3	49.21
162256	ADGRL3	37.87
162256	CSTF2T	98.44
162256	MTUS2	93.43
162256	STS	87.90
162256	ARSB	64.67
162256	ARSA	100.00
162256	ART1	100.00
162256	ARSF	71.00
162256	ARSE	74.78
162256	ARSD	73.64
162256	SNORA80E	97.91
162256	JAZF1-AS1	43.76
162256	LRRN4CL	100.00
162256	HNRNPUL2	65.63
162256	C5orf34	0.00
162256	MAST4	71.15
162256	OR2J2	57.85
162256	OSBPL5	100.00
162256	OSBPL1A	21.83
162256	MIR5571	0.00
162256	MIR5696	0.00
162256	MIR5188	0.00
162256	MIR5701-2	54.89
162256	MIR5011	0.00
162256	MIR5693	100.00
162256	MIR5579	0.00
162256	MIR5680	0.00
162256	TMEM53	100.00
162256	VTI1A	50.45
162256	MIR4524B	0.00
162256	MIR1295B	0.00
162256	EPDR1	92.63
162256	DAB1-AS1	0.00
162256	GLIS2-AS1	0.00
162256	CRTC3-AS1	32.56
162256	LEPROT	48.94
162256	CLVS1	77.04
162256	MAP7	64.85
162256	NRADDP	59.41
162256	ITIH6	87.10
162256	SOCS4	22.20
162256	TMEM56	0.00
162256	BRWD3	9.57
162256	CT45A1	0.00
162256	NFKBIZ	80.23
162256	ARHGAP9	90.13
162256	PCBP4	100.00
162256	HYMAI	0.00
162256	DDX24	94.39
162256	PEX16	100.00
162256	LPXN	69.51
162256	ZRANB2	14.33
162256	TMPRSS11D	21.88
162256	RECQL5	99.90
162256	RECQL4	100.00
162256	GRAP2	82.40
162256	KCNB2	99.23
162256	DHX33	78.29
162256	C2orf83	78.40
162256	MEIS3	88.13
162256	SMARCAD1	5.42
162256	EXOSC5	100.00
162256	OTOR	48.24
162256	C1GALT1	5.16
162256	IFT46	16.46
162256	MAP3K7CL	61.29
162256	STARD7	79.71
162256	ZFYVE16	0.27
162256	JADE3	42.76
162256	ZNF705B	0.00
162256	GAGE12D	0.00
162256	MLEC	90.62
162256	ITM2C	100.00
162256	TSPAN14	89.80
162256	MOSPD3	100.00
162256	GIGYF1	100.00
162256	BVES-AS1	17.32
162256	FH	28.65
162256	NIPA2	37.59
162256	VEGFD	26.46
162256	SEZ6	100.00
162256	FHL3	100.00
162256	GPAT2	55.00
162256	USP27X-AS1	17.27
162256	MARCH7	12.27
162256	HLA-DQB1-AS1	26.57
162256	SPATA20	98.72
162256	PORCN	100.00
162256	CLEC2L	71.22
162256	ISL2	100.00
162256	YTHDC2	13.24
162256	SLC13A3	99.32
162256	C8orf87	62.50
162256	RBM12B	56.79
162256	SDHAP1	62.60
162256	FERMT2	7.50
162256	CLP1	99.53
162256	UQCR11	100.00
162256	ADIRF	100.00
162256	ASCC3	8.04
162256	TMED10	63.52
162256	YWHAQ	47.71
162256	CKAP4	94.75
162256	DPF3	98.90
162256	LINC01214	0.00
162256	ARF3	100.00
162256	AREG	12.60
162256	ARF1	100.00
162256	ARCN1	39.24
162256	TRIM23	16.87
162256	TCF3	100.00
162256	YES1	0.00
162256	XRCC5	13.86
162256	ARF4	12.76
162256	ARL4D	99.51
162256	VTCN1	54.06
162256	DDX11L16	0.00
162256	TBC1D3	0.56
162256	ZNF140	8.41
162256	ZNF134	86.42
162256	ZNF133	88.44
162256	ZNF132	74.10
162256	ZNF131	11.96
162256	ZNF138	9.81
162256	ZNF137P	0.00
162256	TBC1D3H	0.44
162256	ZNF135	99.27
162256	ASB17	0.00
162256	ZNF329	65.34
162256	LINC01209	0.00
162256	LINC01468	0.00
162256	LINC01424	0.00
162256	INHBE	100.00
162256	FAM57B	100.00
162256	ARHGAP39	100.00
162256	ATE1-AS1	25.84
162256	IGHV1OR15-1	99.13
162256	LINC01226	0.00
162256	CLK2	98.76
162256	CLK2P1	82.21
162256	POU3F3	89.82
162256	CLK1	12.39
162256	CLIC1	92.62
162256	CLIC2	0.00
162256	POU2F1	70.22
162256	CLU	100.00
162256	CLK3	100.00
162256	POU4F2	100.00
162256	GAS6-AS1	28.78
162256	PRICKLE4	100.00
162256	CDIP1	100.00
162256	STRN3	11.34
162256	LRP12	53.50
162256	MRM2	100.00
162256	PPIEL	10.64
162256	CYB5D2	100.00
162256	PSAT1	54.19
162256	MDFIC	78.30
162256	SLC25A33	36.67
162256	COQ5	67.93
162256	DNAJC30	100.00
162256	NICN1	100.00
162256	POLDIP3	95.59
162256	CARD19	100.00
162256	NOA1	63.86
162256	YIPF4	11.19
162256	VMA21	64.28
162256	MFSD14C	0.00
162256	DBP	98.03
162256	DBT	3.91
162256	PEPD	96.50
162256	PER1	100.00
162256	DBN1	100.00
162256	BRINP1	86.88
162256	DBH	100.00
162256	DBI	85.35
162256	TMPRSS5	100.00
162256	FOPNL	5.78
162256	ANKRD13B	100.00
162256	TEX36-AS1	0.00
162256	RTN4RL2	100.00
162256	FIGNL2	95.48
162256	LINC00636	36.90
162256	EOGT	15.80
162256	LAMP1	90.32
162256	EBI3	100.00
162256	ADGRG2	14.92
162256	G3BP1	26.27
162256	SUGP2	88.26
162256	FAM13A	53.65
162256	AKAP9	9.13
162256	CLEC3A	84.80
162256	TOB1	79.58
162256	LINC01587	12.44
162256	CX3CL1	100.00
162256	XCL1	69.33
162256	CXCL5	91.16
162256	CXCL11	0.00
162256	CXCL6	92.46
162256	CCL25	100.00
162256	NLRP2B	0.00
162256	H2BFM	90.30
162256	ZNF579	92.58
162256	ZFP92	94.57
162256	MIR924HG	0.00
162256	MUC17	97.84
162256	USH1G	100.00
162256	LINC01248	0.00
162256	MAGEE2	70.60
162256	CD300LB	100.00
162256	HOXB-AS3	43.23
162256	TBCEL	25.50
162256	RPS6KA3	10.80
162256	HKDC1	89.02
162256	RPS6KA2	96.40
162256	OCLN	40.02
162256	FBXO11	12.97
162256	CHD9	18.19
162256	FHOD3	71.00
162256	OPA3	100.00
162256	SPG11	35.57
162256	PROSER1	61.95
162256	C17orf112	0.00
162256	LCMT1-AS2	0.00
162256	TARID	0.00
162256	SNHG19	27.32
162256	ALKBH3-AS1	0.00
162256	SLC25A4	97.97
162256	ANPEP	100.00
162256	SLC25A6	50.00
162256	SLC25A5	70.54
162256	FBXO36	50.24
162256	CERS3-AS1	0.00
162256	ZAR1L	71.76
162256	LPL	71.20
162256	LPO	98.98
162256	SIRPG-AS1	0.00
162256	LPP	93.62
162256	CT47B1	49.45
162256	KIAA0754	65.64
162256	HOXA1	100.00
162256	HOXA2	100.00
162256	SPATC1	100.00
162256	HNRNPK	28.62
162256	HNRNPL	98.36
162256	HNRNPU	62.29
162256	TLX1	100.00
162256	TLX2	100.00
162256	C12orf56	29.21
162256	CCDC190	75.93
162256	CFAP54	11.32
162256	KCTD11	100.00
162256	ZNF726	0.68
162256	SCLY	93.57
162256	SKIL	39.33
162256	SKIV2L	98.30
162256	SHISA8	93.43
162256	SIM1	88.80
162256	SIM2	96.00
162256	PMEL	88.71
162256	STIL	32.62
162256	MIAT	0.00
162256	SKI	100.00
162256	SIPA1	100.00
162256	SIX1	100.00
162256	SIRT6	94.68
162256	MAPK15	100.00
162256	TNRC6C-AS1	24.75
162256	DPP9-AS1	100.00
162256	MIR4799	0.00
162256	MIR1245A	0.00
162256	STK32A	20.11
162256	LYPLA2	100.00
162256	PTGER2	77.75
162256	FAM83A-AS1	0.00
162256	ECD	22.07
162256	MIR1181	100.00
162256	MIR1324	77.35
162256	ADAMTS9-AS1	8.66
162256	MIR3116-1	0.00
162256	MIR4288	55.84
162256	MIR3158-1	80.21
162256	MIR3135A	100.00
162256	MIR3156-2	0.00
162256	MIR3193	100.00
162256	MIR4311	100.00
162256	DDX58	14.57
162256	MIR3129	0.00
162256	MIR4295	0.00
162256	SNHG5	0.00
162256	HMGA1P7	0.00
162256	ERCC6	64.37
162256	STARD9	87.86
162256	ERF	100.00
162256	EYA4	14.69
162256	ERCC3	91.71
162256	ERCC4	54.59
162256	ERCC5	60.75
162256	XPO5	47.11
162256	COG6	12.11
162256	GPR158	73.07
162256	CASKIN2	100.00
162256	ARHGAP31	92.79
162256	ERH	3.66
162256	GSTCD	8.89
162256	HAND2-AS1	12.07
162256	VASH2	88.22
162256	HHIPL2	90.11
162256	HPS6	100.00
162256	SNU13	100.00
162256	NHLH2	100.00
162256	ADGRG3	100.00
162256	LNX2	72.81
162256	NGF	100.00
162256	NFYC	77.31
162256	NFYB	0.00
162256	NFYA	47.08
162256	DOCK11	4.35
162256	SPATA31A7	0.55
162256	MTG2	100.00
162256	PCDHB5	100.00
162256	RGS22	1.94
162256	IFT172	88.49
162256	RNASEK-C17orf49	86.77
162256	SENP3	93.65
162256	LINC00693	0.00
162256	SNORA50A	0.00
162256	SNORA51	90.84
162256	SNORA53	0.00
162256	SNORA54	100.00
162256	SNORA55	100.00
162256	SNORA56	100.00
162256	CTAGE10P	35.31
162256	SNORA60	100.00
162256	SNORA61	67.85
162256	SNORA71C	100.00
162256	RNF7	49.73
162256	ACSM6	69.34
162256	NXT2	14.75
162256	CTTNBP2NL	82.90
162256	ERBIN	6.32
162256	LANCL2	77.89
162256	APOBR	99.96
162256	LINC01355	0.00
162256	ZBED4	99.17
162256	ZBTB39	100.00
162256	TRANK1	86.27
162256	TBC1D4	59.41
162256	POM121	48.07
162256	LRRC37A	0.00
162256	OSBPL2	99.81
162256	RHOBTB1	96.97
162256	SMG7	36.07
162256	DHDH	97.76
162256	PDLIM3	87.39
162256	TP53TG5	100.00
162256	CRCP	64.17
162256	SPINK4	99.00
162256	MPZL3	43.35
162256	DIMT1	20.24
162256	SMPDL3B	90.15
162256	RAB3C	61.67
162256	WDFY2	69.99
162256	NRG1-IT3	0.00
162256	DNM3-IT1	0.00
162256	MLIP-IT1	0.00
162256	NTM-IT	0.00
162256	ORAI3	100.00
162256	CA14	86.03
162256	KPNA6	60.07
162256	KCNE5	100.00
162256	TSPAN33	100.00
162256	NUP62	100.00
162256	RABGAP1	29.88
162256	SSBP2	5.62
162256	ACTL6B	100.00
162256	BIN2	57.20
162256	LRRC6	13.21
162256	LINC01455	0.00
162256	TDRD12	25.26
162256	ATPAF2	99.47
162256	PATL2	77.66
162256	UBR1	17.56
162256	ATG9A	97.18
162256	METTL16	66.49
162256	LINC01186	0.00
162256	FCRL1	86.27
162256	FCRL3	70.31
162256	LRRC42	63.30
162256	FTO	84.07
162256	PHF21B	97.89
162256	SRPRB	57.90
162256	MS4A7	16.85
162256	SQRDL	61.05
162256	PLEKHB1	100.00
162256	CRYM	92.68
162256	CRYZ	1.12
162256	CRYGS	87.83
162256	CRYGC	100.00
162256	CRYGD	100.00
162256	GOT1	100.00
162256	GOLGB1	11.17
162256	GOT2	78.67
162256	GOLGA2	94.58
162256	GOLGA1	49.04
162256	GOLGA4	3.75
162256	GOLGA3	99.67
162256	TTC14	6.42
162256	LENG9	99.53
162256	MYADML2	100.00
162256	RBM42	100.00
162256	LINC00691	0.00
162256	DCST1	99.86
162256	TET3	92.46
162256	HIST1H3F	100.00
162256	HIST1H2AG	100.00
162256	COMMD4	68.58
162256	SARS2	100.00
162256	RHBDL2	51.05
162256	EXD3	100.00
162256	TRMT10C	7.36
162256	HAUS4	63.70
162256	ADPRHL2	100.00
162256	DUSP23	100.00
162256	KANSL2	56.72
162256	EMG1	96.72
162256	IFI30	100.00
162256	LYPLA1	9.45
162256	CDC42EP2	100.00
162256	RBM14	100.00
162256	SOCS6	94.43
162256	TMEM147	100.00
162256	SNORD22	0.00
162256	CD83	66.91
162256	C1D	0.00
162256	OLFM1	99.06
162256	UBE3D	32.51
162256	TSGA10IP	100.00
162256	MBD3L2	0.00
162256	CASP5	29.91
162256	RHBDL3	83.83
162256	BROX	0.00
162256	MARK2P9	0.00
162256	MUC22	99.33
162256	KRTAP9-9	92.75
162256	MIR6124	0.00
162256	TRIM65	100.00
162256	UNC13D	100.00
162256	RDM1	46.28
162256	AVPI1	100.00
162256	ADAMTS10	100.00
162256	OR12D3	31.94
162256	SLCO5A1	69.43
162256	RNF170	31.87
162256	TLR10	10.87
162256	ADAMTS12	73.83
162256	PTTG1IP	100.00
162256	OR2G3	75.00
162256	KIAA1024L	29.02
162256	C11orf74	7.40
162256	SNX33	100.00
162256	OR2L5	68.07
162256	SATB2-AS1	0.00
162256	COA3	100.00
162256	TMEM176B	100.00
162256	LAMTOR2	100.00
162256	MRPS28	37.54
162256	REM1	100.00
162256	DEXI	52.68
162256	CCDC22	98.00
162256	OR8U1	37.02
162256	TRIB2	100.00
162256	MIR6767	100.00
162256	MIR6765	100.00
162256	MIR6756	100.00
162256	MIR6755	0.00
162256	MIR6753	91.95
162256	MIR6752	100.00
162256	MIR6762	100.00
162256	MIR6761	100.00
162256	MIR6760	84.61
162256	MIR6758	58.90
162256	HSP90AB4P	45.15
162256	TUBB6	89.02
162256	MIR539	100.00
162256	MIR544A	100.00
162256	MIR545	0.00
162256	MIR376A2	100.00
162256	MIR487B	100.00
162256	MIR542	0.00
162256	RHOV	100.00
162256	CT45A6	0.00
162256	C19orf47	100.00
162256	PLK5	100.00
162256	LURAP1	100.00
162256	SNORA6	5.03
162256	PARD6B	6.61
162256	SNORA10	100.00
162256	ZNF165	15.72
162256	VEZF1	80.02
162256	ZNF157	13.26
162256	ZNF154	95.61
162256	ZNF155	52.65
162256	TCL1A	100.00
162256	TCEB2	97.59
162256	TCEA3	93.69
162256	TCEB1	14.09
162256	TBX3	94.72
162256	HNF1A	100.00
162256	TCEB3	96.17
162256	TCF4	57.89
162256	HNF1B	100.00
162256	CRACR2B	100.00
162256	OR52K1	90.15
162256	OR52I1	97.66
162256	OR51D1	96.85
162256	LINC01594	0.00
162256	MED27	44.25
162256	MORN5	88.99
162256	KRTAP15-1	89.62
162256	QKI	48.85
162256	RGPD4-AS1	0.00
162256	PTGES3L	90.08
162256	CMTM4	78.65
162256	TIMM21	75.09
162256	CMTM2	100.00
162256	BEAN1	94.91
162256	MAP4K4	55.31
162256	ODF3L2	94.06
162256	HCG9	59.85
162256	SPRY1	100.00
162256	HKR1	83.35
162256	SPRY2	100.00
162256	CNIH4	15.73
162256	LINC01098	0.00
162256	LINC01207	0.00
162256	LINC01443	0.00
162256	LINC00668	6.04
162256	POTEH-AS1	0.00
162256	EGFLAM-AS4	0.00
162256	NEGR1-IT1	0.00
162256	LCE1D	79.71
162256	LCE1E	100.00
162256	LCE1F	100.00
162256	LCE1A	100.00
162256	LCE1B	100.00
162256	LCE1C	100.00
162256	FAM74A3	0.00
162256	LCE2A	100.00
162256	ZNF818P	0.00
162256	CHST1	100.00
162256	FAM27E2	0.00
162256	ALMS1P1	51.62
162256	SPATA32	100.00
162256	KRTAP4-6	100.00
162256	KRTAP2-1	0.00
162256	ARPC5L	85.45
162256	ISG20L2	97.98
162256	RAB1B	100.00
162256	MAML1	97.74
162256	MIR3921	0.00
162256	MIR3622A	100.00
162256	MIR3939	100.00
162256	MIR548Z	0.00
162256	MIR3713	0.00
162256	MIR3671	0.00
162256	MIR3605	100.00
162256	MIR3180-4	0.00
162256	MIR3918	100.00
162256	MIR3682	0.00
162256	MIR1343	100.00
162256	MIR4449	100.00
162256	MIR4801	0.00
162256	MIR4755	0.00
162256	MIR4418	100.00
162256	MIR4714	0.00
162256	MIR4431	0.00
162256	MIR4644	100.00
162256	MIR4658	100.00
162256	MIR4632	100.00
162256	SPG20-AS1	0.00
162256	MIR6087	0.00
162256	RP9	41.59
162256	RP1	14.70
162256	RP2	26.38
162256	RPGR	14.36
162256	OTUD6A	100.00
162256	TSPAN11	100.00
162256	OR9K2	40.17
162256	MIR1273H	0.00
162256	ATP1B4	24.95
162256	LINC01565	23.28
162256	TARDBP	66.02
162256	CELA3B	95.29
162256	LACTB2-AS1	18.40
162256	TPSD1	99.87
162256	AP4E1	7.06
162256	GPR161	100.00
162256	RHOQ	33.08
162256	FAM110C	94.52
162256	AHCTF1	6.66
162256	MIR1538	0.00
162256	MTHFD1L	57.45
162256	OLFML2B	100.00
162256	IFFO1	99.18
162256	CCDC28A	27.23
162256	ANAPC15	90.48
162256	TMEM158	91.34
162256	CNOT10	22.41
162256	MPP6	20.13
162256	LINC00824	0.00
162256	SATB1-AS1	0.00
162256	DCAF10	60.11
162256	SYCN	100.00
162256	NCCRP1	90.65
162256	ZNF850	46.54
162256	RAB8A	100.00
162256	MEIS2	71.65
162256	MEIS3P1	33.39
162256	MEFV	100.00
162256	MEIS1	82.83
162256	MAP3K4	48.96
162256	MAP3K5	28.36
162256	MAP3K1	51.48
162256	MAP3K3	89.97
162256	IBSP	48.32
162256	ICAM1	100.00
162256	ICA1	56.38
162256	ICAM3	100.00
162256	ICAM2	100.00
162256	ICAM4	100.00
162256	ABRA	95.88
162256	HAR1B	0.00
162256	HAR1A	0.00
162256	CIDEA	100.00
162256	MFSD4B	62.80
162256	LIPT2	98.93
162256	KRTAP25-1	47.02
